OCCURRED_ON_DATE,ARSON,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",ATTEMPTED ROBBERY,BATTERY - SIMPLE ASSAULT,BATTERY ON A FIREFIGHTER,BATTERY POLICE (SIMPLE),BATTERY WITH SEXUAL CONTACT,"BEASTIALITY, CRIME AGAINST NATURE SEXUAL ASSLT WITH ANIM",BIGAMY,BIKE - STOLEN,BLOCKING DOOR INDUCTION CENTER,BOAT - STOLEN,BOMB SCARE,BRANDISH WEAPON,BRIBERY,"BUNCO, ATTEMPT","BUNCO, GRAND THEFT","BUNCO, PETTY THEFT",BURGLARY,BURGLARY FROM VEHICLE,"BURGLARY FROM VEHICLE, ATTEMPTED","BURGLARY, ATTEMPTED",CHILD ABANDONMENT,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,CHILD ANNOYING (17YRS & UNDER),CHILD NEGLECT (SEE 300 W.I.C.),CHILD PORNOGRAPHY,CHILD STEALING,CONSPIRACY,CONTEMPT OF COURT,CONTRIBUTING,COUNTERFEIT,"CREDIT CARDS, FRAUD USE ($950 & UNDER","CREDIT CARDS, FRAUD USE ($950.01 & OVER)",CRIMINAL HOMICIDE,CRIMINAL THREATS - NO WEAPON DISPLAYED,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),CRUELTY TO ANIMALS,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER","DEFRAUDING INNKEEPER/THEFT OF SERVICES, OVER $950.01",DISCHARGE FIREARMS/SHOTS FIRED,DISHONEST EMPLOYEE - GRAND THEFT,DISHONEST EMPLOYEE - PETTY THEFT,DISRUPT SCHOOL,DISTURBING THE PEACE,DOCUMENT FORGERY / STOLEN FELONY,DOCUMENT WORTHLESS ($200 & UNDER),DOCUMENT WORTHLESS ($200.01 & OVER),DRIVING WITHOUT OWNER CONSENT (DWOC),"DRUGS, TO A MINOR",DRUNK ROLL,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)","EMBEZZLEMENT, PETTY THEFT ($950 & UNDER)",EXTORTION,FAILURE TO YIELD,FALSE IMPRISONMENT,FALSE POLICE REPORT,FIREARMS EMERGENCY PROTECTIVE ORDER (FIREARMS EPO),FIREARMS RESTRAINING ORDER (FIREARMS RO),GRAND THEFT / AUTO REPAIR,GRAND THEFT / INSURANCE FRAUD,HUMAN TRAFFICKING - COMMERCIAL SEX ACTS,HUMAN TRAFFICKING - INVOLUNTARY SERVITUDE,ILLEGAL DUMPING,INCEST (SEXUAL ACTS BETWEEN BLOOD RELATIVES),INCITING A RIOT,INDECENT EXPOSURE,INTIMATE PARTNER - AGGRAVATED ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT,KIDNAPPING,KIDNAPPING - GRAND ATTEMPT,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",LEWD CONDUCT,LEWD/LASCIVIOUS ACTS WITH CHILD,LYNCHING,LYNCHING - ATTEMPTED,"MANSLAUGHTER, NEGLIGENT",ORAL COPULATION,OTHER ASSAULT,OTHER MISCELLANEOUS CRIME,PANDERING,PEEPING TOM,PETTY THEFT - AUTO REPAIR,PICKPOCKET,"PICKPOCKET, ATTEMPT",PIMPING,PROWLER,PURSE SNATCHING,PURSE SNATCHING - ATTEMPT,"RAPE, ATTEMPTED","RAPE, FORCIBLE",RECKLESS DRIVING,"REPLICA FIREARMS(SALE,DISPLAY,MANUFACTURE OR DISTRIBUTE)",RESISTING ARREST,ROBBERY,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",SEXUAL PENETRATION W/FOREIGN OBJECT,SHOPLIFTING - ATTEMPT,SHOPLIFTING - PETTY THEFT ($950 & UNDER),SHOPLIFTING-GRAND THEFT ($950.01 & OVER),SHOTS FIRED AT INHABITED DWELLING,"SHOTS FIRED AT MOVING VEHICLE, TRAIN OR AIRCRAFT",SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,STALKING,TELEPHONE PROPERTY - DAMAGE,THEFT FROM MOTOR VEHICLE - ATTEMPT,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),THEFT FROM PERSON - ATTEMPT,THEFT OF IDENTITY,THEFT PLAIN - ATTEMPT,THEFT PLAIN - PETTY ($950 & UNDER),"THEFT, COIN MACHINE - PETTY ($950 & UNDER)","THEFT, PERSON","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",THREATENING PHONE CALLS/LETTERS,THROWING OBJECT AT MOVING VEHICLE,TILL TAP - GRAND THEFT ($950.01 & OVER),TILL TAP - PETTY ($950 & UNDER),TRESPASSING,UNAUTHORIZED COMPUTER ACCESS,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",VANDALISM - MISDEAMEANOR ($399 OR UNDER),VEHICLE - ATTEMPT STOLEN,VEHICLE - STOLEN,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",VIOLATION OF COURT ORDER,VIOLATION OF RESTRAINING ORDER,VIOLATION OF TEMPORARY RESTRAINING ORDER,WEAPONS POSSESSION/BOMBING,Total
2022-03-26 00:00:00,3.0,1.0,47.0,5.0,41.0,0.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,7.0,0.0,0.0,2.0,0.0,37.0,43.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,32.0,1.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,0.0,0.0,1.0,0.0,14.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,26.0,21.0,0.0,17.0,0.0,38.0,0.0,3.0,22.0,1.0,0.0,0.0,0.0,15.0,0.0,47.0,15.0,1.0,72.0,2.0,2.0,6.0,1.0,0.0,629.0
2022-03-27 00:00:00,2.0,0.0,28.0,4.0,38.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,26.0,38.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,37.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,26.0,0.0,0.0,0.0,0.0,9.0,3.0,1.0,0.0,0.0,2.0,0.0,2.0,20.0,16.0,0.0,11.0,0.0,21.0,0.0,3.0,15.0,1.0,0.0,0.0,0.0,6.0,1.0,44.0,14.0,3.0,76.0,2.0,7.0,7.0,0.0,0.0,552.0
2022-03-28 00:00:00,2.0,0.0,25.0,1.0,42.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,8.0,0.0,0.0,4.0,1.0,34.0,33.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,36.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,1.0,0.0,2.0,0.0,11.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,15.0,26.0,0.0,32.0,0.0,32.0,0.0,4.0,20.0,1.0,0.0,0.0,0.0,11.0,1.0,34.0,18.0,2.0,64.0,0.0,1.0,5.0,0.0,0.0,560.0
2022-03-29 00:00:00,1.0,0.0,35.0,0.0,32.0,0.0,2.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,12.0,0.0,0.0,7.0,0.0,39.0,36.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,21.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,17.0,0.0,0.0,1.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,18.0,0.0,34.0,0.0,33.0,0.0,3.0,21.0,0.0,1.0,0.0,0.0,7.0,1.0,32.0,11.0,1.0,65.0,2.0,4.0,7.0,0.0,0.0,548.0
2022-03-30 00:00:00,1.0,0.0,22.0,4.0,49.0,0.0,3.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,11.0,0.0,0.0,4.0,4.0,40.0,44.0,1.0,0.0,0.0,0.0,6.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,21.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,26.0,0.0,0.0,2.0,0.0,15.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,20.0,30.0,0.0,37.0,0.0,35.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,8.0,1.0,36.0,15.0,1.0,84.0,4.0,6.0,5.0,0.0,0.0,615.0
2022-03-31 00:00:00,5.0,0.0,30.0,6.0,48.0,0.0,3.0,2.0,0.0,0.0,12.0,0.0,0.0,0.0,10.0,0.0,0.0,3.0,0.0,34.0,34.0,0.0,3.0,0.0,0.0,6.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,8.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,25.0,2.0,0.0,3.0,0.0,7.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,23.0,15.0,0.0,38.0,0.0,21.0,0.0,4.0,24.0,0.0,0.0,0.0,0.0,7.0,1.0,34.0,19.0,0.0,63.0,5.0,2.0,6.0,2.0,0.0,569.0
2022-04-01 00:00:00,0.0,0.0,25.0,3.0,50.0,0.0,5.0,7.0,0.0,0.0,6.0,0.0,0.0,0.0,9.0,0.0,0.0,8.0,2.0,45.0,45.0,0.0,4.0,0.0,0.0,6.0,2.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,2.0,11.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,34.0,1.0,0.0,20.0,3.0,0.0,0.0,0.0,0.0,2.0,6.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,25.0,0.0,6.0,1.0,0.0,11.0,6.0,1.0,0.0,1.0,0.0,0.0,1.0,26.0,36.0,1.0,297.0,1.0,46.0,0.0,4.0,33.0,0.0,0.0,0.0,0.0,5.0,1.0,44.0,23.0,1.0,76.0,2.0,3.0,6.0,0.0,0.0,999.0
2022-04-02 00:00:00,0.0,0.0,48.0,3.0,47.0,0.0,1.0,2.0,0.0,0.0,7.0,0.0,0.0,2.0,13.0,0.0,0.0,4.0,0.0,37.0,41.0,0.0,3.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,30.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,14.0,0.0,0.0,1.0,0.0,17.0,4.0,5.0,2.0,0.0,0.0,0.0,0.0,21.0,25.0,0.0,264.0,0.0,28.0,0.0,2.0,24.0,2.0,0.0,0.0,0.0,8.0,0.0,35.0,21.0,0.0,72.0,4.0,3.0,13.0,1.0,0.0,871.0
2022-04-03 00:00:00,0.0,2.0,27.0,2.0,52.0,0.0,3.0,2.0,0.0,0.0,9.0,0.0,0.0,0.0,20.0,0.0,0.0,6.0,0.0,28.0,39.0,0.0,2.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,35.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,22.0,0.0,0.0,3.0,0.0,14.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,22.0,20.0,0.0,265.0,0.0,20.0,0.0,5.0,15.0,0.0,1.0,0.0,0.0,13.0,1.0,36.0,18.0,4.0,61.0,2.0,4.0,3.0,0.0,0.0,820.0
2022-04-04 00:00:00,1.0,0.0,46.0,2.0,52.0,0.0,0.0,7.0,0.0,0.0,6.0,0.0,0.0,1.0,8.0,0.0,0.0,5.0,2.0,29.0,40.0,2.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,16.0,1.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,26.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,19.0,0.0,0.0,1.0,0.0,12.0,4.0,0.0,0.0,0.0,1.0,0.0,3.0,15.0,20.0,0.0,116.0,0.0,36.0,0.0,1.0,23.0,0.0,0.0,0.0,0.0,7.0,0.0,28.0,10.0,5.0,65.0,2.0,4.0,7.0,1.0,0.0,690.0
2022-04-05 00:00:00,1.0,0.0,34.0,3.0,43.0,0.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,13.0,0.0,0.0,7.0,1.0,40.0,42.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,23.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,17.0,1.0,1.0,1.0,0.0,11.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,38.0,20.0,0.0,77.0,0.0,29.0,0.0,2.0,20.0,0.0,1.0,0.0,0.0,7.0,0.0,33.0,16.0,4.0,56.0,2.0,2.0,10.0,1.0,0.0,629.0
2022-04-06 00:00:00,0.0,2.0,33.0,3.0,50.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,7.0,0.0,0.0,5.0,3.0,37.0,39.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,29.0,0.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,11.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,28.0,23.0,0.0,68.0,0.0,32.0,0.0,2.0,24.0,1.0,0.0,0.0,0.0,9.0,0.0,34.0,9.0,1.0,76.0,4.0,5.0,9.0,1.0,0.0,636.0
2022-04-07 00:00:00,3.0,0.0,40.0,2.0,68.0,0.0,4.0,3.0,0.0,0.0,6.0,0.0,0.0,1.0,9.0,0.0,0.0,6.0,2.0,33.0,45.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,21.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,18.0,24.0,0.0,74.0,1.0,43.0,0.0,3.0,29.0,0.0,0.0,0.0,0.0,9.0,0.0,37.0,13.0,3.0,72.0,2.0,7.0,8.0,0.0,0.0,680.0
2022-04-08 00:00:00,1.0,0.0,28.0,4.0,63.0,0.0,1.0,4.0,0.0,0.0,4.0,0.0,0.0,1.0,13.0,0.0,2.0,3.0,1.0,48.0,45.0,1.0,5.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,20.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,34.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,36.0,0.0,0.0,1.0,1.0,12.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,27.0,28.0,0.0,56.0,0.0,41.0,0.0,3.0,35.0,0.0,0.0,0.0,0.0,4.0,0.0,45.0,23.0,1.0,88.0,2.0,8.0,10.0,1.0,0.0,761.0
2022-04-09 00:00:00,3.0,1.0,36.0,4.0,68.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,1.0,35.0,33.0,0.0,4.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,32.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,18.0,0.0,1.0,0.0,0.0,13.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,21.0,14.0,1.0,48.0,0.0,23.0,0.0,1.0,23.0,0.0,0.0,0.0,0.0,7.0,0.0,37.0,23.0,2.0,72.0,2.0,9.0,11.0,2.0,0.0,629.0
2022-04-10 00:00:00,1.0,0.0,31.0,4.0,62.0,1.0,3.0,5.0,0.0,0.0,11.0,0.0,3.0,3.0,12.0,0.0,1.0,2.0,2.0,27.0,38.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,45.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,25.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,3.0,1.0,1.0,0.0,2.0,18.0,29.0,0.0,55.0,0.0,26.0,0.0,6.0,21.0,0.0,0.0,0.0,0.0,8.0,0.0,43.0,24.0,0.0,87.0,1.0,2.0,10.0,0.0,0.0,706.0
2022-04-11 00:00:00,2.0,0.0,34.0,1.0,39.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,9.0,0.0,0.0,3.0,0.0,34.0,57.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,13.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,30.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,23.0,0.0,0.0,2.0,0.0,11.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,20.0,21.0,0.0,23.0,0.0,27.0,0.0,4.0,22.0,0.0,2.0,0.0,0.0,8.0,2.0,49.0,22.0,1.0,78.0,0.0,5.0,6.0,1.0,0.0,603.0
2022-04-12 00:00:00,0.0,0.0,29.0,2.0,45.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,1.0,1.0,8.0,0.0,40.0,46.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,29.0,1.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,0.0,2.0,0.0,0.0,15.0,3.0,4.0,0.0,0.0,1.0,0.0,2.0,18.0,21.0,0.0,27.0,0.0,29.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,3.0,0.0,45.0,7.0,1.0,63.0,2.0,4.0,6.0,0.0,0.0,546.0
2022-04-13 00:00:00,4.0,0.0,34.0,3.0,44.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,12.0,0.0,0.0,2.0,2.0,40.0,53.0,0.0,5.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,35.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,11.0,3.0,9.0,0.0,2.0,1.0,0.0,2.0,25.0,18.0,0.0,27.0,0.0,25.0,0.0,1.0,23.0,0.0,0.0,0.0,0.0,12.0,0.0,35.0,11.0,1.0,73.0,4.0,5.0,5.0,1.0,0.0,597.0
2022-04-14 00:00:00,1.0,0.0,37.0,2.0,49.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,18.0,0.0,0.0,4.0,2.0,35.0,61.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,25.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,1.0,0.0,1.0,0.0,7.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,19.0,23.0,0.0,33.0,0.0,35.0,0.0,1.0,21.0,0.0,0.0,0.0,0.0,6.0,0.0,38.0,10.0,2.0,79.0,1.0,4.0,7.0,0.0,0.0,619.0
