date,positive,negative,neutral,non_irony,irony,non-hate,hate,non-offensive,offensive
2022-11-19,0.37,0.18,0.45,0.88,0.12,0.99,0.01,0.9,0.1
2022-11-20,0.37,0.23,0.4,0.82,0.18,1.0,0.0,0.92,0.08
2022-11-21,0.39,0.18,0.43,0.82,0.18,1.0,0.0,0.9,0.1
2022-11-22,0.37,0.28,0.35,0.83,0.17,1.0,0.0,0.89,0.11
2022-11-23,0.38,0.25,0.37,0.81,0.19,0.99,0.01,0.82,0.18
2022-11-24,0.52,0.17,0.31,0.85,0.15,1.0,0.0,0.93,0.07
2022-11-25,0.43,0.22,0.35,0.85,0.15,0.99,0.01,0.91,0.09
2022-11-26,0.41,0.18,0.41,0.83,0.17,1.0,0.0,0.94,0.06
2022-11-27,0.51,0.13,0.36,0.82,0.18,1.0,0.0,0.95,0.05
2022-11-28,0.34,0.28,0.38,0.8,0.2,1.0,0.0,0.85,0.15
2022-11-29,0.35,0.25,0.4,0.86,0.14,1.0,0.0,0.89,0.11
2022-11-30,0.45,0.3,0.25,0.79,0.21,1.0,0.0,0.91,0.09
2022-12-01,0.39,0.27,0.34,0.74,0.26,0.98,0.02,0.91,0.09
2022-12-02,0.41,0.16,0.43,0.84,0.16,1.0,0.0,0.93,0.07
2022-12-03,0.47,0.24,0.29,0.8,0.2,0.99,0.01,0.89,0.11
2022-12-04,0.46,0.26,0.28,0.79,0.21,0.99,0.01,0.89,0.11
2022-12-05,0.47,0.18,0.35,0.82,0.18,0.98,0.02,0.88,0.12
2022-12-06,0.49,0.12,0.39,0.88,0.12,1.0,0.0,0.95,0.05
2022-12-07,0.43,0.25,0.32,0.85,0.15,0.99,0.01,0.89,0.11
2022-12-08,0.53,0.24,0.23,0.74,0.26,1.0,0.0,0.91,0.09
2022-12-09,0.46,0.23,0.31,0.77,0.23,0.98,0.02,0.89,0.11
2022-12-10,0.35,0.3,0.35,0.83,0.17,0.98,0.02,0.85,0.15
2022-12-11,0.45,0.21,0.34,0.75,0.25,1.0,0.0,0.9,0.1
2022-12-12,0.43,0.2,0.37,0.78,0.22,1.0,0.0,0.91,0.09
2022-12-13,0.46,0.32,0.22,0.86,0.14,0.98,0.02,0.82,0.18
2022-12-14,0.44,0.25,0.31,0.78,0.22,1.0,0.0,0.94,0.06
2022-12-15,0.4,0.21,0.39,0.81,0.19,0.98,0.02,0.88,0.12
2022-12-16,0.47,0.19,0.34,0.86,0.14,0.99,0.01,0.83,0.17
2022-12-17,0.55,0.18,0.27,0.81,0.19,0.99,0.01,0.93,0.07
2022-12-18,0.42,0.17,0.41,0.82,0.18,1.0,0.0,0.94,0.06
2022-12-19,0.46,0.21,0.33,0.73,0.27,0.99,0.01,0.85,0.15
2022-12-20,0.49,0.22,0.29,0.85,0.15,0.99,0.01,0.89,0.11
2022-12-21,0.48,0.19,0.33,0.82,0.18,1.0,0.0,0.95,0.05
2022-12-22,0.43,0.3,0.27,0.73,0.27,1.0,0.0,0.88,0.12
2022-12-23,0.48,0.21,0.31,0.79,0.21,0.99,0.01,0.89,0.11
2022-12-24,0.46,0.26,0.28,0.8,0.2,0.99,0.01,0.87,0.13
2022-12-25,0.54,0.2,0.26,0.79,0.21,1.0,0.0,0.92,0.08
2022-12-26,0.36,0.31,0.33,0.71,0.29,0.98,0.02,0.8,0.2
2022-12-27,0.45,0.14,0.41,0.78,0.22,0.99,0.01,0.91,0.09
2022-12-28,0.43,0.22,0.35,0.82,0.18,0.98,0.02,0.89,0.11
2022-12-29,0.29,0.29,0.42,0.75,0.25,1.0,0.0,0.82,0.18
2022-12-30,0.48,0.18,0.34,0.83,0.17,1.0,0.0,0.9,0.1
2022-12-31,0.62,0.13,0.25,0.78,0.22,0.99,0.01,0.94,0.06
